# Wlen(nm) Transmission Continuum
1.922659847771554723e+03 7.992537175989499199e-01 6.204406553283290382e-01
1.922666329001471468e+03 7.979598092608258808e-01 6.205228807237384014e-01
1.922673030422822649e+03 7.966531579978348709e-01 6.206076202790267171e-01
1.922679528895986095e+03 7.952794167613321807e-01 6.206895226273988486e-01
1.922686143738575538e+03 7.937134195420070260e-01 6.207726179674850631e-01
1.922692728349452636e+03 7.917735023698435626e-01 6.208550596663707788e-01
1.922699256434800418e+03 7.892921853811101229e-01 6.209365242212188107e-01
1.922705927361781050e+03 7.861322425552036419e-01 6.210194944997003974e-01
1.922712407965156444e+03 7.821563265817167432e-01 6.210998299756292917e-01
1.922719086478079362e+03 7.771862951769364924e-01 6.211823431516855232e-01
1.922725606351933948e+03 7.709718147005643063e-01 6.212626267508507549e-01
1.922732197675637735e+03 7.631488138538392585e-01 6.213435197346298677e-01
1.922738804297352544e+03 7.531828404617053607e-01 6.214243279367066553e-01
1.922745308253252460e+03 7.402947682515512717e-01 6.215036141854243246e-01
1.922752001801321967e+03 7.233719297274644466e-01 6.215849361905616544e-01
1.922758481777672841e+03 7.008411898547023400e-01 6.216633975699856762e-01
1.922765135295233677e+03 6.705568091284912491e-01 6.217436883883405985e-01
1.922771678655639334e+03 6.300405086042158986e-01 6.218223815711791946e-01
1.922778244373162579e+03 5.772408427025673694e-01 6.219010764964885141e-01
1.922784875091935874e+03 5.120956189384304746e-01 6.219802792525381818e-01
1.922791354625341683e+03 4.385841638399035070e-01 6.220574130944127589e-01
1.922798069291815182e+03 3.658429677038502748e-01 6.221370720162225920e-01
1.922804550435314695e+03 3.065688881470396976e-01 6.222136963665984011e-01
1.922811176869334986e+03 2.728606012873568409e-01 6.222917704492448854e-01
1.922817745803395837e+03 2.719717477778000880e-01 6.223688999281786760e-01
1.922824283826199007e+03 3.039677004219874523e-01 6.224454026851704569e-01
1.922830940729495296e+03 3.617734782998736076e-01 6.225230264336458763e-01
1.922837419635050082e+03 4.333348652709738680e-01 6.225983132688406307e-01
1.922844105739995030e+03 5.059108862394037232e-01 6.226757378424697675e-01
1.922850613934373541e+03 5.702336398016107921e-01 6.227508391561827894e-01
1.922857211195429500e+03 6.221621309818466949e-01 6.228267036971302240e-01
1.922863807791493400e+03 6.615566933471115352e-01 6.229022945925268839e-01
1.922870316029791638e+03 6.902884449225827890e-01 6.229766126352213051e-01
1.922877001206319164e+03 7.106721934953802444e-01 6.230526822306801105e-01
1.922883479483539531e+03 7.246659740207145317e-01 6.231261378576484766e-01
1.922890134936646746e+03 7.336749791100831697e-01 6.232013365664784699e-01
1.922896672271137959e+03 7.385792863148642473e-01 6.232749386603096964e-01
1.922903238268558198e+03 7.397749507717712447e-01 6.233486023971158696e-01
1.922909864616220148e+03 7.371324178421077011e-01 6.234226782657618093e-01
1.922916342449564581e+03 7.301082277607650051e-01 6.234948369360647780e-01
1.922923055048076321e+03 7.180944440969582176e-01 6.235693430319128039e-01
1.922929534167097700e+03 7.010507495390276844e-01 6.236409995332751199e-01
1.922936156876810855e+03 6.804008340201149752e-01 6.237139823839265018e-01
1.922942725441893799e+03 6.596880644619395051e-01 6.237861075313440029e-01
1.922949258083761606e+03 6.438302793331510676e-01 6.238575807166778509e-01
1.922955916273861931e+03 6.370177370559501062e-01 6.239301635802019241e-01
1.922962393478042713e+03 6.412077317631000861e-01 6.240005180900911608e-01
1.922969071852772231e+03 6.558687801779395921e-01 6.240727942991755040e-01
1.922975583682008619e+03 6.780205539178681962e-01 6.241430108988847980e-01
1.922982171555523792e+03 7.029929892991471085e-01 6.242137893927628411e-01
1.922988773442924412e+03 7.264292252382624770e-01 6.242844583523903257e-01
1.922995270636073656e+03 7.458967802526377255e-01 6.243537527255159647e-01
1.923001962760700280e+03 7.608684504986371611e-01 6.244248630988614712e-01
1.923008439335232879e+03 7.719158117281794684e-01 6.244934292222003025e-01
1.923015081392489037e+03 7.799708553244397713e-01 6.245634882801628374e-01
1.923021628024553365e+03 7.858815906236823468e-01 6.246322844883354097e-01
1.923028178967816984e+03 7.902854325035182370e-01 6.247008715931259282e-01
1.923034816270510646e+03 7.936175005996741749e-01 6.247701036372159678e-01
1.923041292400235079e+03 7.961672136569191149e-01 6.248374033374523018e-01
1.923047987592878371e+03 7.981338425497687128e-01 6.249067190221688772e-01
1.923054480017414789e+03 7.996536780117010634e-01 6.249736828169734082e-01
1.923061083662257261e+03 8.008213572687205017e-01 6.250415389054280180e-01
1.923067667191010059e+03 8.017037502417759809e-01 6.251089327660998007e-01
1.923074179108719591e+03 8.023486901370958657e-01 6.251753428872962592e-01
1.923080853920930622e+03 8.027891649820482201e-01 6.252431558301957404e-01
1.923087329420176275e+03 8.030472285694224555e-01 6.253086941495820117e-01
1.923093984717612329e+03 8.031371853379426495e-01 6.253757962704648010e-01
1.923100515520864747e+03 8.030631264785446088e-01 6.254413912895655514e-01
1.923107078657101965e+03 8.028144672578887420e-01 6.255070600075833820e-01
1.923113701177655685e+03 8.023668044240790387e-01 6.255730681272243521e-01
1.923120176231503592e+03 8.016965411273387909e-01 6.256373592797370708e-01
1.923126882132100945e+03 8.008100014629694341e-01 6.257036852712247743e-01
1.923133361258739797e+03 7.997869359456490912e-01 6.257675199939692900e-01
1.923139974563889382e+03 7.987954074221458312e-01 6.258324253291702721e-01
1.923146545841856096e+03 7.980159563061897110e-01 6.258966669856389498e-01
1.923153066372045942e+03 7.975530510662038886e-01 6.259601653212530925e-01
1.923159729980762449e+03 7.974253325422993033e-01 6.260248028972237311e-01
1.923166204403301208e+03 7.975660636861393593e-01 6.260873596479717973e-01
1.923172866827299231e+03 7.978162852447364672e-01 6.261514803997664247e-01
1.923179387912197853e+03 7.979897247478299205e-01 6.262139931668821990e-01
1.923185957126728908e+03 7.979706740144657529e-01 6.262767198631604693e-01
1.923192570976661273e+03 7.977326272409561714e-01 6.263396221813163356e-01
1.923199046802108796e+03 7.973028213764645766e-01 6.264009684830001978e-01
1.923205753596600971e+03 7.967283275621903638e-01 6.264642493320610184e-01
1.923212227387343546e+03 7.960543111980349362e-01 6.265250874146451876e-01
1.923218844235520692e+03 7.953136188723790578e-01 6.265870222177174487e-01
1.923225409376819471e+03 7.945245400451658169e-01 6.266482258949850337e-01
1.923231932401147105e+03 7.936943702559173808e-01 6.267087934391890602e-01
1.923238590921548166e+03 7.928221246543695200e-01 6.267703690830895846e-01
1.923245064265957353e+03 7.918996400024111981e-01 6.268299904549062829e-01
1.923251727696635271e+03 7.909153263691224289e-01 6.268911138721825482e-01
1.923258245179898950e+03 7.898602341852303255e-01 6.269506547569527743e-01
1.923264814351779478e+03 7.887263374837393259e-01 6.270104242220000401e-01
1.923271425648870718e+03 7.875037103068268651e-01 6.270703303352775926e-01
1.923277900382156986e+03 7.861790467519533809e-01 6.271287595258210334e-01
1.923284605672782391e+03 7.847365630063442010e-01 6.271890198277707551e-01
1.923291078384562752e+03 7.831656698884126300e-01 6.272469494682078039e-01
1.923297692652218757e+03 7.814735196477577972e-01 6.273059022833422649e-01
1.923304257777231442e+03 7.797013210762109292e-01 6.273641737823681952e-01
1.923310777171086556e+03 7.778906659473237006e-01 6.274217998112963102e-01
1.923317436724616527e+03 7.760352129812453370e-01 6.274804185750452179e-01
1.923323908989471875e+03 7.740975205828412031e-01 6.275371507119625880e-01
1.923330567300676648e+03 7.720353385048044359e-01 6.275952690499617681e-01
1.923337087305291107e+03 7.698187470711165270e-01 6.276519401003262111e-01
1.923343650307303960e+03 7.674828269444293749e-01 6.277087453041750864e-01
1.923350265175603454e+03 7.651734892079341543e-01 6.277657565285990060e-01
1.923356736993287768e+03 7.630657187924176910e-01 6.278212991536649135e-01
1.923363438295364858e+03 7.612675611990760149e-01 6.278785659234394911e-01
1.923369914231710027e+03 7.597988872685637052e-01 6.279336699473390127e-01
1.923376519789021813e+03 7.585799638150068080e-01 6.279896373958198108e-01
1.923383091024402120e+03 7.574407592544873946e-01 6.280450743393589663e-01
1.923389600656895482e+03 7.561951160053295151e-01 6.280997561650584204e-01
1.923396267371272643e+03 7.547260622093117099e-01 6.281555149634987512e-01
1.923402738555148517e+03 7.529994141318951950e-01 6.282094039638056460e-01
1.923409385614448411e+03 7.510278307803547326e-01 6.282645174523797671e-01
1.923415914269673067e+03 7.488392963847219086e-01 6.283184126404672831e-01
1.923422464968321947e+03 7.464562760006886455e-01 6.283722544866043869e-01
1.923429089538152994e+03 7.438861445491667945e-01 6.284264641035206544e-01
1.923435560274265754e+03 7.411190641113166722e-01 6.284791827723198443e-01
1.923442247781793185e+03 7.381366689741256648e-01 6.285334268148080605e-01
1.923448734910074791e+03 7.349313672458853697e-01 6.285858120472515020e-01
1.923455325620934900e+03 7.315208840433030657e-01 6.286387985812966761e-01
1.923461909099616605e+03 7.279528433729337555e-01 6.286914906598843888e-01
1.923468402833575283e+03 7.242781101076606332e-01 6.287432333841752596e-01
1.923475082842798429e+03 7.205293704817614664e-01 6.287962212410780349e-01
1.923481552944266241e+03 7.167416145618153989e-01 6.288473131572207553e-01
1.923488182612941955e+03 7.129658386126265235e-01 6.288994297546277590e-01
1.923494726054321063e+03 7.092462163526490615e-01 6.289506352228245722e-01
1.923501258309820059e+03 7.055924692646576846e-01 6.290015223019527202e-01
1.923507898717792159e+03 7.019895565364219214e-01 6.290530158041168773e-01
1.923514368370904094e+03 6.983980035376466944e-01 6.291029565500483312e-01
1.923521035942550043e+03 6.947346143259245377e-01 6.291541892868462993e-01
1.923527540400923954e+03 6.908834317954386517e-01 6.292039383647409778e-01
1.923534110122933043e+03 6.867358756015349286e-01 6.292539560212377925e-01
1.923540711984136806e+03 6.822265245245409115e-01 6.293039852392893208e-01
1.923547183676094164e+03 6.773308284679809832e-01 6.293528015074589810e-01
1.923553883120451019e+03 6.720366418846690504e-01 6.294030998016486578e-01
1.923560352138081726e+03 6.663201250815846688e-01 6.294514406401841011e-01
1.923566958271119802e+03 6.601279595296126734e-01 6.295005757867725427e-01
1.923573522640487454e+03 6.533704372586579545e-01 6.295491700938566915e-01
1.923580030306753997e+03 6.459024660316891042e-01 6.295971184375567242e-01
1.923586692695770353e+03 6.374869029684726573e-01 6.296459737753176134e-01
1.923593161264450600e+03 6.277379996303755760e-01 6.296931825858453902e-01
1.923599802752584537e+03 6.160495409833268710e-01 6.297414228180211460e-01
1.923606330685499415e+03 6.016721133886161477e-01 6.297886108972150510e-01
1.923612873269958982e+03 5.840511665042119605e-01 6.298356790513076620e-01
1.923619499659201665e+03 5.634284517327582398e-01 6.298831199733866404e-01
1.923625967778684753e+03 5.415695146348421529e-01 6.299292047205337086e-01
1.923632643565530998e+03 5.216992036423736545e-01 6.299765383091723292e-01
1.923639136117828002e+03 5.068541521609170042e-01 6.300223481608941967e-01
1.923645712563911275e+03 4.984798278043121589e-01 6.300685245326198558e-01
1.923652304009400495e+03 4.964825688727116937e-01 6.301145789000885955e-01
1.923658780934049901e+03 4.992101147442408737e-01 6.301596117343427617e-01
1.923665471453310147e+03 5.034869335861912321e-01 6.302058995619403969e-01
1.923671938936126935e+03 5.060682823179134537e-01 6.302504223785233561e-01
1.923678548186813714e+03 5.052431128066739996e-01 6.302956960401034925e-01
1.923685105745019655e+03 5.007880607244651339e-01 6.303403910417537670e-01
1.923691615036924759e+03 4.932162350956578734e-01 6.303845361603067632e-01
1.923698272106025797e+03 4.831988048325050467e-01 6.304294561574891320e-01
1.923704739139050162e+03 4.712133301334036628e-01 6.304728740258380704e-01
1.923711380136867774e+03 4.574872772358957729e-01 6.305172347070494565e-01
1.923717904864713319e+03 4.420859403422690015e-01 6.305605968668143158e-01
1.923724445466215457e+03 4.249555806731667440e-01 6.306038441286584417e-01
1.923731070142265025e+03 4.059215070667663849e-01 6.306474226871581212e-01
1.923737536725249356e+03 3.847028728941131459e-01 6.306897435606487745e-01
1.923744208412272428e+03 3.609067007862217791e-01 6.307331816414079029e-01
1.923750701367132933e+03 3.340274088482078074e-01 6.307752368257748543e-01
1.923757272220123014e+03 3.034527378796642583e-01 6.308175767370733933e-01
1.923763865560680415e+03 2.686963350097985592e-01 6.308598395941509285e-01
1.923770335398709676e+03 2.298382508110851374e-01 6.309010949890536679e-01
1.923777029305799715e+03 1.879416886564727052e-01 6.309435544854614664e-01
1.923783495250930628e+03 1.453788843683644638e-01 6.309843513512177759e-01
1.923790095296845493e+03 1.056263748802537816e-01 6.310257750578615044e-01
1.923796658359922958e+03 7.230215161315625694e-02 6.310667473037274711e-01
1.923803156952898462e+03 4.799760711524661549e-02 6.311071018629417217e-01
1.923809821020262234e+03 3.355289458111242878e-02 6.311482618988568660e-01
1.923816286514757394e+03 2.765866384453086885e-02 6.311879808577776085e-01
1.923822914694580732e+03 2.726562318814066549e-02 6.312284801379760557e-01
1.923829448538643874e+03 2.890756391010917276e-02 6.312681862232075725e-01
1.923835974827365362e+03 2.982908097789241722e-02 6.313076318440304924e-01
1.923842610113652427e+03 2.847975503228619004e-02 6.313475167479547512e-01
1.923849075157263769e+03 2.473288147180347993e-02 6.313861657421390161e-01
